premises-FOL,conclusion-FOL,label,premise,hypothesis,count_prem
"∀x (Road(x) → (MadeOf(x, concrete) ⊕ MadeOf(x, asphalt))
∀x ∀y (Road(x) ∧ MadeOf(x, concrete) ∧ Road(y) ∧ MadeOf(y, asphalt) → LastLonger(x, y))
∀x ∀y (Road(x) ∧ MadeOf(x, asphalt) ∧ Road(y) ∧ MadeOf(y, concrete) → Smoother(x, y))
∀x ∀y ∀z (Road(x) ∧ Road(y) ∧ Smoother(x, y) → Prefer(z, x))
Road(firstRoad) ∧ MadeOf(secondRoad, concrete) ∧ Road(firstRoad) ∧ MadeOf(secondRoad, asphalt)","LastLonger(firstRoad, secondRoad)",True,"Roads are made of either concrete or asphalt.
Roads made of concrete last longer than roads made with asphalt.
Roads made of asphalt are smoother than roads made of concrete.
Everyone prefers the smoother of two roads. 
The first road is made of concrete, and the second road is made of asphalt.",The first road will last longer than the second road.,5
"∀x (Road(x) → (MadeOf(x, concrete) ⊕ MadeOf(x, asphalt))
∀x ∀y (Road(x) ∧ MadeOf(x, concrete) ∧ Road(y) ∧ MadeOf(y, asphalt) → LastLonger(x, y))
∀x ∀y (Road(x) ∧ MadeOf(x, asphalt) ∧ Road(y) ∧ MadeOf(y, concrete) → Smoother(x, y))
∀x ∀y ∀z (Road(x) ∧ Road(y) ∧ Smoother(x, y) → Prefer(z, x))
Road(firstRoad) ∧ MadeOf(secondRoad, concrete) ∧ Road(firstRoad) ∧ MadeOf(secondRoad, asphalt)","¬Smoother(firstRoad, secondRoad)",False,"Roads are made of either concrete or asphalt.
Roads made of concrete last longer than roads made with asphalt.
Roads made of asphalt are smoother than roads made of concrete.
Everyone prefers the smoother of two roads. 
The first road is made of concrete, and the second road is made of asphalt.",The second road is not smoother than the first one.,5
"∀x (Road(x) → (MadeOf(x, concrete) ⊕ MadeOf(x, asphalt))
∀x ∀y (Road(x) ∧ MadeOf(x, concrete) ∧ Road(y) ∧ MadeOf(y, asphalt) → LastLonger(x, y))
∀x ∀y (Road(x) ∧ MadeOf(x, asphalt) ∧ Road(y) ∧ MadeOf(y, concrete) → Smoother(x, y))
∀x ∀y ∀z (Road(x) ∧ Road(y) ∧ Smoother(x, y) → Prefer(z, x))
Road(firstRoad) ∧ MadeOf(secondRoad, concrete) ∧ Road(firstRoad) ∧ MadeOf(secondRoad, asphalt)","Prefer(john, secondRoad)",True,"Roads are made of either concrete or asphalt.
Roads made of concrete last longer than roads made with asphalt.
Roads made of asphalt are smoother than roads made of concrete.
Everyone prefers the smoother of two roads. 
The first road is made of concrete, and the second road is made of asphalt.",John prefers the second road.,5
"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)",∃x (Old(x) ∧ TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x)),True,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",One of Ontario's oldest summer camps is a traditional summer camp for boys and girls.,4
"TraditionalSummerCamp(campDavern) ∧ ForBoysAndGirls(campDavern)
EstablishedIn(campDavern, year1946)
OperatedUntil(yMCA, campDavern, year2015)
Old(campDavern)","∃x (TraditionalSummerCamp(x) ∧ ForBoysAndGirls(x) ∧ OperatedUntil(YMCA, x, year2015))",True,"Camp Davern is a traditional summer camp for boys and girls.
Camp Davern was established in the year 1946.
Camp Davern was operated by the YMCA until the year 2015.
Camp Davern is an old summer camp.",A traditional summer camp for boys and girls was operated by the YMCA until the year 2015.,4
"∀x (EmilysFriend(x) ∧ Publish(x, journal) → ¬WorkIn(x, entertainmentIndustry))
∀x (EmilysFriend(x) ∧ AwardWinningNovelist(x) → Publish(x, journal))
∀x (EmilysFriend(x) → WorkIn(x, entertainmentIndustry) ∨ HighlyAcclaimedIn(x, theirProfession))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ∃y (HoldAt(x, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ReceiveFrom(x, glowingFeedback, colleague) ∧ ReceiveFrom(x, glowingRecommendation, colleague))
EmilysFriends(taylor) 
¬(HighlyAcclaimedIn(taylor, theirProfession) ∧ (∃y (HoldAt(taylor, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))","EmilysFriends(taylor) ∧ (Receive(taylor, glowingFeedback, colleague) ∧ Receive(taylor, glowingRecommendation, colleague) ∧ AwardWinningNovelist(taylor))",False,"If Emily's friends publish journals, then they do not work in the entertainment industry.
All of Emily's friends who are award-winning novelists publish journals.
Emily's friends work in the entertainment industry or are highly acclaimed in their profession.
If Emily's friends are highly acclaimed in their profession, then they often hold tenured and high-ranking positions at their workplace.
If Emily's friends are highly acclaimed in their profession, then they often receive glowing feedback and recommendations from their colleagues.
Taylor is Emily's friend.
It is not true that Taylor both holds highly acclaimed in her profession and often holds tenured and high-ranking positions at her workplace.",Taylor is Emily's friend and she often receives glowing feedback and recommendations from their colleagues and is an award-winning novelist.,7
"∀x (EmilysFriend(x) ∧ Publish(x, journal) → ¬WorkIn(x, entertainmentIndustry))
∀x (EmilysFriend(x) ∧ AwardWinningNovelist(x) → Publish(x, journal))
∀x (EmilysFriend(x) → WorkIn(x, entertainmentIndustry) ∨ HighlyAcclaimedIn(x, theirProfession))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ∃y (HoldAt(x, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))
∀x (EmilysFriend(x) ∧ HighlyAcclaimedIn(x, theirProfession) → ReceiveFrom(x, glowingFeedback, colleague) ∧ ReceiveFrom(x, glowingRecommendation, colleague))
EmilysFriends(taylor) 
¬(HighlyAcclaimedIn(taylor, theirProfession) ∧ (∃y (HoldAt(taylor, y, workPlace) ∧ Tenured(y) ∧ HighRanking(y) ∧ Position(y)))","EmilysFriends(taylor) ∧ ¬(Publish(taylor, journal) ∧ AwardWinningNovelist(taylor))",True,"If Emily's friends publish journals, then they do not work in the entertainment industry.
All of Emily's friends who are award-winning novelists publish journals.
Emily's friends work in the entertainment industry or are highly acclaimed in their profession.
If Emily's friends are highly acclaimed in their profession, then they often hold tenured and high-ranking positions at their workplace.
If Emily's friends are highly acclaimed in their profession, then they often receive glowing feedback and recommendations from their colleagues.
Taylor is Emily's friend.
It is not true that Taylor both holds highly acclaimed in her profession and often holds tenured and high-ranking positions at her workplace.",Taylor is Emily's friend and she does not both publish journals and is an award-winning novelist.,7
"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","WorkedWith(WhalenTurner, greenWillowbooks)",True,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",Megan Whalen Turner worked with Greenwillow Books.,7
"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","¬SetIn(thickAsTheives, medeEmpire)",False,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",Thick as Thieves is not set in the Mede Empire.,7
"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, meganWhalenTurner)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z ((WrittenBy(x, y) ∧ PublishedBy(x, z)) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y ((Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x)) ∧ (¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y)))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","¬WorkedWith(megan, greenWillowbooks)",False,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",Megan Whalen Turner did not work with Greenwillow Books.,7
"MeeGoBased(weTab) ∧ TabletComputer(weTab)
∀x (AnnouncedBy(weTab, neofonie))
German(neofonie) ∧ Producer(neofonie)
∀x (German(x) → LiveIn(x, german) ⊕ LiveAbroad(x))","∃x ∃y (TabletComputer(x) ∧ German(y) ∧ Producer(y) ∧ AnnouncedBy(x, y))",True,"WeTab is a MeeGo-based tablet computer.
WeTab was announced by Neofonie.
Neofonie is a German producer.
Germans live in Germany or abroad. ",There is a tablet computer announced by a German producer.,4
"MeeGoBased(weTab) ∧ TabletComputer(weTab)
∀x (AnnouncedBy(weTab, neofonie))
German(neofonie) ∧ Producer(neofonie)
∀x (German(x) → LiveIn(x, german) ⊕ LiveAbroad(x))","¬Speak(neofonie, english) ∧ ¬Speak(neofonie, german)",False,"WeTab is a MeeGo-based tablet computer.
WeTab was announced by Neofonie.
Neofonie is a German producer.
Germans live in Germany or abroad. ",Neofonie doesn't speak English or German.,4
"∃x ∃y (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis) ∧ GoodAt(x, math) ∧ (¬(x=y)) ∧ EmployeeIn(y, jamesSTown) ∧ WorkIn(y, businessAnalysis) ∧ GoodAt(y, math))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis)) → WorkFor(x, thisCompany))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkFor(x, thisCompany)) → ¬From(x, china))
∀x (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, softwareEngineering) → From(x, china))
EmployeeIn(leif, jamesSTown) ∧ WorkIn(leif, softwareEngineering)","¬(GoodAt(leif, math) ∧ WorkIn(leif, businessAnalysis))",False,"Some employees in James's town who work in business analysis are good at math. 
All of the employees in James's town who work in business analysis are working for this company. 
None of the employees in James's town who work for this company are from China. 
All of the employees in James's town working in software engineering are from China. 
Leif is an employee in James's town, and he is working in software engineering.  ",Leif is not both good at math and working in business analysis.,5
"∃x ∃y (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis) ∧ GoodAt(x, math) ∧ (¬(x=y)) ∧ EmployeeIn(y, jamesSTown) ∧ WorkIn(y, businessAnalysis) ∧ GoodAt(y, math))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkIn(x, businessAnalysis)) → WorkFor(x, thisCompany))
∀x ((EmployeeIn(x, jamesSTown) ∧ WorkFor(x, thisCompany)) → ¬From(x, china))
∀x (EmployeeIn(x, jamesSTown) ∧ WorkIn(x, softwareEngineering) → From(x, china))
EmployeeIn(leif, jamesSTown) ∧ WorkIn(leif, softwareEngineering)","¬(GoodAt(leif, math) ∧ WorkIn(leif, businessAnalysis)) → (¬WorkFor(x, thisCompany) ∧ ¬WorkIn(x, softwareEngineering))",True,"Some employees in James's town who work in business analysis are good at math. 
All of the employees in James's town who work in business analysis are working for this company. 
None of the employees in James's town who work for this company are from China. 
All of the employees in James's town working in software engineering are from China. 
Leif is an employee in James's town, and he is working in software engineering.  ","If Leif is not both good at math and in business analysis, then he is neither working in this company nor working in software engineering.",5
"Provide(party, strawberry) ∧ Provide(party, orange) ∧ Provide(party, blueberry) ∧ Provide(party, grape) ∧ Provide(party, cherry) 
∀x (LowestWeightRemainingAt(x, endOfParty) → MostPopular(x)) 
LowestWeightRemainingAt(strawberries, endOfParty)
LowerWeightAt(blueberry, cherry, endOfParty)
Eat(benjamin, orange) ∧ Eat(benjamin, grape) ∧ ¬Eat(benjamin, blueberry) ∧ ¬Eat(benjamin, cherry) ∧ ¬Eat(benjamin, strawberry)","Eat(blueberry, benjamin)",False,"The party provides five kinds of fruits: strawberry, orange, blueberry, grape, and cherry.
If the fruit had the lowest remaining weight at the end of the party, then it means it was the most popular fruit.
At the end of the party, strawberries had the lowest remaining weight.
At the end of the party, the number of leftover blueberries was lower than that of cherries.
Benjamin only ate oranges and grapes at the party.",Benjamin ate blueberries at the party.,5
"∀x (AttendInPerson(x) → Registered(x))
∀x (Attend(x) → (AttendInPerson(x) ⊕ AttendRemotely(x)))
∀x ((Attend(x) ∧ FromChina(x)) → ¬AttendRemotely(x))
Attend(james) ∧ (¬AttendRemotely(james))
FromChina(jack) ∧ Attend(jack)",Attend(james) ∧ (¬AttendInPerson(james)),False,"All students who attend in person have registered for the conference. 
Students either attend the conference in person or remotely. 
No students from China attend the conference remotely. 
James attends the conference, but he does not attend the conference remotely.
Jack attends the conference, and he is a student from China.",James attends the conference but not in person.,5
