question,answer,ground_truth,query
 Natural numbers are fruity. Natural numbers are fractions. Fractions are amenable. Fractions are prime numbers. Real numbers are not fruity. Every prime number is shy. Prime numbers are numbers. Each number is small. Numbers are negative numbers. Sally is a natural number. Is the following statement true or false? Sally is not fruity., Sally is a natural number. Natural numbers are fruity. Sally is fruity. ,False,Sally is not fruity
 Each composite number is angry. Composite numbers are real numbers. Prime numbers are not fruity. Real numbers are fruity. Real numbers are even numbers. Alex is a real number. Is the following statement true or false? Alex is fruity., Alex is a real number. Real numbers are fruity. Alex is fruity. ,True,Alex is fruity
 Each animal is nervous. Animals are carnivores. Carnivores are hot. Each carnivore is a sheep. Sheep are kind. Each sheep is a mammal. Each mammal is bright. Every mammal is a snake. Every snake is not transparent. Every snake is a feline. Every feline is not sour. Felines are dogs. Cows are not large. Every dog is luminous. Every dog is a cat. Each cat is large. Every cat is a vertebrate. Sally is a cat. Is the following statement true or false? Sally is not large., Sally is a cat. Each cat is large. Sally is large. ,False,Sally is not large
 Spiders are liquid. Each spider is an insect. Every insect is not kind. Lepidopterans are not liquid. Every insect is an animal. Fae is a spider. Is the following statement true or false? Fae is liquid., Fae is a spider. Spiders are liquid. Fae is liquid. ,True,Fae is liquid
 Mersenne primes are hot. Real numbers are not hot. Mersenne primes are composite numbers. Wren is a Mersenne prime. Is the following statement true or false? Wren is hot., Wren is a Mersenne prime. Mersenne primes are hot. Wren is hot. ,True,Wren is hot
 Every animal is not dull. Each spider is not brown. Each spider is an ant. Every ant is dull. Each ant is a butterfly. Butterflies are not temperate. Each butterfly is a crustacean. Each crustacean is large. Each crustacean is a moth. Moths are not transparent. Moths are arthropods. Each arthropod is not floral. Arthropods are invertebrates. Every invertebrate is not luminous. Invertebrates are lepidopterans. Every lepidopteran is not bitter. Every lepidopteran is an insect. Rex is an ant. Is the following statement true or false? Rex is dull., Rex is an ant. Every ant is dull. Rex is dull. ,True,Rex is dull
 Animals are not nervous. Animals are arthropods. Each arthropod is not floral. Every arthropod is a spider. Every spider is angry. Every spider is an ant. Ants are small. Each ant is a butterfly. Butterflies are wooden. Every butterfly is an invertebrate. Invertebrates are not bitter. Each invertebrate is an insect. Lepidopterans are bitter. Wren is an invertebrate. Is the following statement true or false? Wren is bitter., Wren is an invertebrate. Invertebrates are not bitter. Wren is not bitter. ,False,Wren is bitter
 Spiders are transparent. Every spider is a crustacean. Arthropods are metallic. Crustaceans are floral. Crustaceans are ants. Each ant is spicy. Ants are animals. Animals are not metallic. Animals are lepidopterans. Lepidopterans are not nervous. Lepidopterans are insects. Every insect is temperate. Insects are butterflies. Butterflies are large. Butterflies are moths. Every moth is aggressive. Every moth is an invertebrate. Alex is an animal. Is the following statement true or false? Alex is metallic., Alex is an animal. Animals are not metallic. Alex is not metallic. ,False,Alex is metallic
 Animals are not feisty. Each animal is a cat. Each cat is small. Every cat is a sheep. Each sheep is floral. Each sheep is a vertebrate. Each mammal is wooden. Each vertebrate is not wooden. Every vertebrate is a cow. Stella is a vertebrate. Is the following statement true or false? Stella is not wooden., Stella is a vertebrate. Each vertebrate is not wooden. Stella is not wooden. ,True,Stella is not wooden
 Sheep are bitter. Sheep are vertebrates. Felines are not bitter. Each vertebrate is brown. Vertebrates are snakes. Wren is a sheep. Is the following statement true or false? Wren is not bitter., Wren is a sheep. Sheep are bitter. Wren is bitter. ,False,Wren is not bitter
 Snakes are opaque. Snakes are carnivores. Every carnivore is not orange. Felines are orange. Carnivores are vertebrates. Every vertebrate is wooden. Vertebrates are cats. Cats are spicy. Each cat is a cow. Each cow is not small. Each cow is a sheep. Sheep are not fruity. Sheep are dogs. Each dog is not cold. Dogs are animals. Animals are not happy. Animals are mammals. Sam is a carnivore. Is the following statement true or false? Sam is orange., Sam is a carnivore. Every carnivore is not orange. Sam is not orange. ,False,Sam is orange
 Mammals are not bright. Each mammal is a cat. Cats are not happy. Each sheep is bright. Cats are carnivores. Each carnivore is not angry. Carnivores are snakes. Every snake is temperate. Every snake is a dog. Rex is a mammal. Is the following statement true or false? Rex is bright., Rex is a mammal. Mammals are not bright. Rex is not bright. ,False,Rex is bright
 Insects are large. Insects are animals. Each moth is not large. Each animal is hot. Each animal is a lepidopteran. Wren is an insect. Is the following statement true or false? Wren is not large., Wren is an insect. Insects are large. Wren is large. ,False,Wren is not large
 Each crustacean is dull. Crustaceans are lepidopterans. Lepidopterans are kind. Every lepidopteran is a butterfly. Butterflies are fruity. Every butterfly is an invertebrate. Invertebrates are sweet. Each invertebrate is a moth. Insects are not metallic. Moths are large. Every moth is a spider. Spiders are transparent. Spiders are ants. Each ant is metallic. Every ant is an arthropod. Every arthropod is temperate. Every arthropod is an animal. Max is an ant. Is the following statement true or false? Max is metallic., Max is an ant. Each ant is metallic. Max is metallic. ,True,Max is metallic
 Every natural number is bright. Natural numbers are composite numbers. Each composite number is earthy. Composite numbers are fractions. Fractions are hot. Fractions are even numbers. Every even number is not brown. Even numbers are prime numbers. Prime numbers are not opaque. Prime numbers are numbers. Mersenne primes are not hot. Alex is a fraction. Is the following statement true or false? Alex is not hot., Alex is a fraction. Fractions are hot. Alex is hot. ,False,Alex is not hot
 Every animal is opaque. Every animal is a cat. Every mammal is not liquid. Cats are happy. Cats are cows. Cows are liquid. Cows are sheep. Polly is a cow. Is the following statement true or false? Polly is liquid., Polly is a cow. Cows are liquid. Polly is liquid. ,True,Polly is liquid
 Every cat is hot. Cats are sheep. Sheep are floral. Sheep are mammals. Mammals are mean. Each mammal is an animal. Each cow is not mean. Sally is a mammal. Is the following statement true or false? Sally is not mean., Sally is a mammal. Mammals are mean. Sally is mean. ,False,Sally is not mean
 Butterflies are orange. Butterflies are moths. Every crustacean is not shy. Each moth is bright. Every moth is an animal. Animals are shy. Animals are ants. Every ant is transparent. Ants are spiders. Each spider is wooden. Every spider is an arthropod. Each arthropod is not floral. Arthropods are lepidopterans. Each lepidopteran is small. Lepidopterans are invertebrates. Each invertebrate is not temperate. Invertebrates are insects. Polly is an animal. Is the following statement true or false? Polly is shy., Polly is an animal. Animals are shy. Polly is shy. ,True,Polly is shy
 Snakes are luminous. Snakes are sheep. Every sheep is dull. Every sheep is a mammal. Every mammal is not opaque. Mammals are vertebrates. Each vertebrate is not nervous. Vertebrates are cows. Carnivores are temperate. Cows are fruity. Cows are dogs. Dogs are mean. Dogs are felines. Every feline is not temperate. Felines are cats. Every cat is small. Cats are animals. Alex is a feline. Is the following statement true or false? Alex is temperate., Alex is a feline. Every feline is not temperate. Alex is not temperate. ,False,Alex is temperate
