question,answer,ground_truth,query
 Integers are dull. Integers are composite numbers. Composite numbers are large. Every composite number is a Mersenne prime. Natural numbers are not fruity. Every Mersenne prime is temperate. Mersenne primes are negative numbers. Negative numbers are blue. Negative numbers are real numbers. Every real number is fruity. Each real number is an even number. Wren is an integer. Is the following statement true or false? Wren is fruity., Wren is an integer. Integers are composite numbers. Wren is a composite number. Every composite number is a Mersenne prime. Wren is a Mersenne prime. Mersenne primes are negative numbers. Wren is a negative number. Negative numbers are real numbers. Wren is a real number. Every real number is fruity. Wren is fruity. ,True,Wren is fruity
 Lepidopterans are not transparent. Each lepidopteran is an ant. Each ant is angry. Ants are animals. Every animal is not small. Animals are crustaceans. Spiders are not liquid. Each crustacean is shy. Every crustacean is an invertebrate. Every invertebrate is liquid. Every invertebrate is a moth. Polly is a lepidopteran. Is the following statement true or false? Polly is liquid., Polly is a lepidopteran. Each lepidopteran is an ant. Polly is an ant. Ants are animals. Polly is an animal. Animals are crustaceans. Polly is a crustacean. Every crustacean is an invertebrate. Polly is an invertebrate. Every invertebrate is liquid. Polly is liquid. ,True,Polly is liquid
 Negative numbers are liquid. Each negative number is a prime number. Each prime number is amenable. Prime numbers are integers. Integers are large. Integers are real numbers. Every real number is not bright. Each fraction is hot. Real numbers are Mersenne primes. Mersenne primes are sour. Mersenne primes are composite numbers. Composite numbers are not earthy. Composite numbers are numbers. Each number is not hot. Numbers are natural numbers. Each natural number is opaque. Natural numbers are even numbers. Alex is an integer. Is the following statement true or false? Alex is not hot., Alex is an integer. Integers are real numbers. Alex is a real number. Real numbers are Mersenne primes. Alex is a Mersenne prime. Mersenne primes are composite numbers. Alex is a composite number. Composite numbers are numbers. Alex is a number. Each number is not hot. Alex is not hot. ,True,Alex is not hot
 Every carnivore is not spicy. Every dog is not dull. Each carnivore is a cow. Cows are blue. Each cow is a snake. Each snake is not nervous. Every snake is a cat. Cats are metallic. Cats are sheep. Sheep are mean. Sheep are felines. Each feline is transparent. Felines are mammals. Mammals are dull. Mammals are animals. Each animal is cold. Animals are vertebrates. Fae is a snake. Is the following statement true or false? Fae is not dull., Fae is a snake. Every snake is a cat. Fae is a cat. Cats are sheep. Fae is a sheep. Sheep are felines. Fae is a feline. Felines are mammals. Fae is a mammal. Mammals are dull. Fae is dull. ,False,Fae is not dull
 Insects are wooden. Invertebrates are fruity. Insects are ants. Ants are transparent. Every ant is a butterfly. Butterflies are not red. Each butterfly is a spider. Every spider is not feisty. Every spider is a moth. Moths are small. Each moth is a lepidopteran. Every lepidopteran is not fruity. Lepidopterans are arthropods. Arthropods are sour. Arthropods are crustaceans. Crustaceans are temperate. Each crustacean is an animal. Sally is an ant. Is the following statement true or false? Sally is not fruity., Sally is an ant. Every ant is a butterfly. Sally is a butterfly. Each butterfly is a spider. Sally is a spider. Every spider is a moth. Sally is a moth. Each moth is a lepidopteran. Sally is a lepidopteran. Every lepidopteran is not fruity. Sally is not fruity. ,True,Sally is not fruity
 Invertebrates are temperate. Invertebrates are insects. Arthropods are not small. Every insect is not orange. Insects are butterflies. Every butterfly is not metallic. Each butterfly is a moth. Moths are shy. Each moth is a crustacean. Crustaceans are mean. Crustaceans are ants. Ants are small. Each ant is an animal. Animals are bright. Every animal is a spider. Every spider is not sour. Spiders are lepidopterans. Sam is an insect. Is the following statement true or false? Sam is not small., Sam is an insect. Insects are butterflies. Sam is a butterfly. Each butterfly is a moth. Sam is a moth. Each moth is a crustacean. Sam is a crustacean. Crustaceans are ants. Sam is an ant. Ants are small. Sam is small. ,False,Sam is not small
 Every vertebrate is not luminous. Every vertebrate is a snake. Each snake is small. Snakes are animals. Each animal is not kind. Every animal is a cat. Cats are not orange. Each cat is a mammal. Mammals are not earthy. Every mammal is a dog. Dogs are transparent. Felines are bright. Every dog is a cow. Cows are sour. Every cow is a sheep. Sheep are not bright. Every sheep is a carnivore. Polly is a cat. Is the following statement true or false? Polly is bright., Polly is a cat. Each cat is a mammal. Polly is a mammal. Every mammal is a dog. Polly is a dog. Every dog is a cow. Polly is a cow. Every cow is a sheep. Polly is a sheep. Sheep are not bright. Polly is not bright. ,False,Polly is bright
 Lepidopterans are spicy. Every lepidopteran is a moth. Moths are hot. Moths are ants. Every arthropod is mean. Ants are not blue. Ants are insects. Insects are floral. Insects are animals. Animals are dull. Animals are spiders. Every spider is not mean. Every spider is a crustacean. Sally is a moth. Is the following statement true or false? Sally is not mean., Sally is a moth. Moths are ants. Sally is an ant. Ants are insects. Sally is an insect. Insects are animals. Sally is an animal. Animals are spiders. Sally is a spider. Every spider is not mean. Sally is not mean. ,True,Sally is not mean
 Fractions are aggressive. Fractions are Mersenne primes. Even numbers are not transparent. Mersenne primes are brown. Mersenne primes are negative numbers. Negative numbers are bitter. Negative numbers are real numbers. Real numbers are not cold. Each real number is an integer. Every integer is dull. Every integer is a natural number. Natural numbers are shy. Every natural number is a prime number. Each prime number is transparent. Each prime number is a composite number. Composite numbers are small. Composite numbers are numbers. Max is a negative number. Is the following statement true or false? Max is not transparent., Max is a negative number. Negative numbers are real numbers. Max is a real number. Each real number is an integer. Max is an integer. Every integer is a natural number. Max is a natural number. Every natural number is a prime number. Max is a prime number. Each prime number is transparent. Max is transparent. ,False,Max is not transparent
 Every even number is not spicy. Every integer is not wooden. Each even number is a fraction. Each fraction is not cold. Each fraction is a Mersenne prime. Each Mersenne prime is not shy. Mersenne primes are prime numbers. Every prime number is small. Every prime number is a natural number. Every natural number is fruity. Natural numbers are numbers. Each number is not opaque. Numbers are negative numbers. Each negative number is wooden. Each negative number is a composite number. Composite numbers are dull. Composite numbers are real numbers. Stella is a Mersenne prime. Is the following statement true or false? Stella is not wooden., Stella is a Mersenne prime. Mersenne primes are prime numbers. Stella is a prime number. Every prime number is a natural number. Stella is a natural number. Natural numbers are numbers. Stella is a number. Numbers are negative numbers. Stella is a negative number. Each negative number is wooden. Stella is wooden. ,False,Stella is not wooden
 Every natural number is not mean. Natural numbers are real numbers. Each real number is opaque. Real numbers are numbers. Each number is brown. Numbers are even numbers. Every even number is not hot. Even numbers are fractions. Each fraction is sour. Fractions are negative numbers. Composite numbers are not earthy. Negative numbers are bright. Negative numbers are integers. Integers are not metallic. Each integer is a prime number. Prime numbers are earthy. Prime numbers are Mersenne primes. Sally is an even number. Is the following statement true or false? Sally is not earthy., Sally is an even number. Even numbers are fractions. Sally is a fraction. Fractions are negative numbers. Sally is a negative number. Negative numbers are integers. Sally is an integer. Each integer is a prime number. Sally is a prime number. Prime numbers are earthy. Sally is earthy. ,False,Sally is not earthy
 Negative numbers are opaque. Every negative number is a composite number. Composite numbers are floral. Composite numbers are integers. Each even number is red. Each integer is feisty. Each integer is a Mersenne prime. Every Mersenne prime is cold. Mersenne primes are natural numbers. Natural numbers are amenable. Natural numbers are numbers. Every number is not red. Numbers are fractions. Each fraction is not spicy. Each fraction is a real number. Real numbers are large. Real numbers are prime numbers. Fae is a composite number. Is the following statement true or false? Fae is not red., Fae is a composite number. Composite numbers are integers. Fae is an integer. Each integer is a Mersenne prime. Fae is a Mersenne prime. Mersenne primes are natural numbers. Fae is a natural number. Natural numbers are numbers. Fae is a number. Every number is not red. Fae is not red. ,True,Fae is not red
