Unnamed: 0,question,answer,ground_truth,query
2993, Each mammal is dull. Mammals are dogs. Each dog is kind. Dogs are carnivores. Every carnivore is not metallic. Every carnivore is a sheep. Sheep are sweet. Sheep are felines. Every feline is fruity. Each feline is a cow. Cows are not small. Each cow is a snake. Each animal is not feisty. Every snake is feisty. Each snake is a vertebrate. Vertebrates are not cold. Vertebrates are cats. Sam is a feline. Is the following statement true or false? Sam is feisty., Sam is a feline. Each feline is a cow. Sam is a cow. Each cow is a snake. Sam is a snake. Every snake is feisty. Sam is feisty. ,True,Sam is feisty
2994, Each cow is shy. Cows are carnivores. Carnivores are opaque. Each carnivore is a cat. Cats are small. Every cat is a vertebrate. Vertebrates are liquid. Vertebrates are felines. Each feline is not sweet. Each feline is a dog. Dogs are not bright. Dogs are snakes. Every snake is orange. Each sheep is not liquid. Each snake is an animal. Every animal is amenable. Every animal is a mammal. Rex is a carnivore. Is the following statement true or false? Rex is not liquid., Rex is a carnivore. Each carnivore is a cat. Rex is a cat. Every cat is a vertebrate. Rex is a vertebrate. Vertebrates are liquid. Rex is liquid. ,False,Rex is not liquid
2995, Every animal is sweet. Each animal is an arthropod. Every arthropod is large. Arthropods are butterflies. Butterflies are opaque. Butterflies are moths. Moths are red. Every moth is a spider. Each spider is bright. Each spider is an invertebrate. Every invertebrate is feisty. Invertebrates are crustaceans. Each crustacean is metallic. Crustaceans are insects. Insects are not cold. Each insect is an ant. Each lepidopteran is not metallic. Sally is a spider. Is the following statement true or false? Sally is metallic., Sally is a spider. Each spider is an invertebrate. Sally is an invertebrate. Invertebrates are crustaceans. Sally is a crustacean. Each crustacean is metallic. Sally is metallic. ,True,Sally is metallic
2996, Ants are not hot. Each ant is a lepidopteran. Each lepidopteran is brown. Each lepidopteran is an insect. Each insect is not bitter. Insects are moths. Each moth is not wooden. Moths are crustaceans. Every crustacean is shy. Every crustacean is an arthropod. Arthropods are opaque. Arthropods are animals. Every invertebrate is small. Animals are floral. Every animal is a butterfly. Butterflies are not small. Butterflies are spiders. Wren is an arthropod. Is the following statement true or false? Wren is not small., Wren is an arthropod. Arthropods are animals. Wren is an animal. Every animal is a butterfly. Wren is a butterfly. Butterflies are not small. Wren is not small. ,True,Wren is not small
2997, Each moth is large. Each moth is an insect. Each insect is bright. Each insect is a butterfly. Each butterfly is orange. Arthropods are fruity. Butterflies are ants. Each ant is liquid. Each ant is an invertebrate. Invertebrates are not temperate. Each invertebrate is a lepidopteran. Lepidopterans are sweet. Every lepidopteran is a spider. Spiders are not nervous. Spiders are animals. Each animal is not fruity. Animals are crustaceans. Alex is a lepidopteran. Is the following statement true or false? Alex is not fruity., Alex is a lepidopteran. Every lepidopteran is a spider. Alex is a spider. Spiders are animals. Alex is an animal. Each animal is not fruity. Alex is not fruity. ,True,Alex is not fruity
2998, Animals are orange. Animals are carnivores. Each dog is not transparent. Carnivores are not happy. Carnivores are cows. Cows are transparent. Each cow is a sheep. Polly is an animal. Is the following statement true or false? Polly is not transparent., Polly is an animal. Animals are carnivores. Polly is a carnivore. Carnivores are cows. Polly is a cow. Cows are transparent. Polly is transparent. ,False,Polly is not transparent
2999, Invertebrates are bright. Each butterfly is not floral. Each butterfly is a crustacean. Crustaceans are not happy. Crustaceans are moths. Moths are amenable. Every moth is an arthropod. Every arthropod is wooden. Arthropods are lepidopterans. Each lepidopteran is not bright. Lepidopterans are spiders. Sam is a moth. Is the following statement true or false? Sam is not bright., Sam is a moth. Every moth is an arthropod. Sam is an arthropod. Arthropods are lepidopterans. Sam is a lepidopteran. Each lepidopteran is not bright. Sam is not bright. ,True,Sam is not bright
3000, Integers are dull. Fractions are bitter. Every integer is an even number. Even numbers are hot. Even numbers are real numbers. Real numbers are not bitter. Every real number is a number. Alex is an integer. Is the following statement true or false? Alex is bitter., Alex is an integer. Every integer is an even number. Alex is an even number. Even numbers are real numbers. Alex is a real number. Real numbers are not bitter. Alex is not bitter. ,False,Alex is bitter
3001, Sheep are not transparent. Sheep are mammals. Mammals are not wooden. Mammals are cats. Each cat is bitter. Cats are cows. Each cow is red. Each cow is a snake. Snakes are bright. Each snake is a dog. Animals are not happy. Dogs are happy. Dogs are felines. Max is a cow. Is the following statement true or false? Max is happy., Max is a cow. Each cow is a snake. Max is a snake. Each snake is a dog. Max is a dog. Dogs are happy. Max is happy. ,True,Max is happy
3002, Each dog is nervous. Each dog is a cat. Every cat is not bright. Every vertebrate is angry. Each cat is a cow. Each cow is not angry. Cows are carnivores. Carnivores are small. Every carnivore is a sheep. Each sheep is sweet. Sheep are mammals. Mammals are cold. Every mammal is a snake. Snakes are not red. Snakes are animals. Every animal is floral. Animals are felines. Alex is a dog. Is the following statement true or false? Alex is angry., Alex is a dog. Each dog is a cat. Alex is a cat. Each cat is a cow. Alex is a cow. Each cow is not angry. Alex is not angry. ,False,Alex is angry
3003, Every animal is angry. Every animal is a mammal. Every mammal is liquid. Every mammal is a cow. Cows are not hot. Each cow is a vertebrate. Each vertebrate is not bright. Each vertebrate is a carnivore. Felines are hot. Carnivores are not fruity. Each carnivore is a snake. Stella is an animal. Is the following statement true or false? Stella is hot., Stella is an animal. Every animal is a mammal. Stella is a mammal. Every mammal is a cow. Stella is a cow. Cows are not hot. Stella is not hot. ,False,Stella is hot
3004, Composite numbers are not brown. Composite numbers are numbers. Numbers are not bitter. Numbers are real numbers. Each real number is dull. Each real number is a natural number. Every even number is not metallic. Natural numbers are transparent. Natural numbers are negative numbers. Every negative number is metallic. Each negative number is an integer. Each integer is earthy. Integers are Mersenne primes. Mersenne primes are aggressive. Mersenne primes are prime numbers. Each prime number is temperate. Each prime number is a fraction. Wren is a real number. Is the following statement true or false? Wren is not metallic., Wren is a real number. Each real number is a natural number. Wren is a natural number. Natural numbers are negative numbers. Wren is a negative number. Every negative number is metallic. Wren is metallic. ,False,Wren is not metallic
3005, Ants are bitter. Ants are lepidopterans. Every lepidopteran is luminous. Lepidopterans are butterflies. Each butterfly is mean. Butterflies are arthropods. Each arthropod is not cold. Arthropods are moths. Every moth is opaque. Every moth is a crustacean. Crustaceans are brown. Crustaceans are invertebrates. Animals are not mean. Each invertebrate is dull. Each invertebrate is an insect. Every insect is small. Each insect is a spider. Max is an ant. Is the following statement true or false? Max is not mean., Max is an ant. Ants are lepidopterans. Max is a lepidopteran. Lepidopterans are butterflies. Max is a butterfly. Each butterfly is mean. Max is mean. ,False,Max is not mean
3006, Each invertebrate is dull. Invertebrates are ants. Every ant is orange. Each ant is an insect. Every insect is not mean. Butterflies are temperate. Every insect is a spider. Spiders are bitter. Spiders are crustaceans. Crustaceans are not nervous. Crustaceans are moths. Moths are not temperate. Each moth is a lepidopteran. Lepidopterans are not large. Each lepidopteran is an animal. Animals are transparent. Each animal is an arthropod. Sally is a spider. Is the following statement true or false? Sally is temperate., Sally is a spider. Spiders are crustaceans. Sally is a crustacean. Crustaceans are moths. Sally is a moth. Moths are not temperate. Sally is not temperate. ,False,Sally is temperate
3007, Felines are temperate. Every feline is a carnivore. Every carnivore is dull. Carnivores are mammals. Animals are not feisty. Mammals are sour. Every mammal is a cat. Cats are feisty. Each cat is a snake. Snakes are floral. Snakes are sheep. Sheep are amenable. Sheep are dogs. Every dog is large. Dogs are cows. Stella is a carnivore. Is the following statement true or false? Stella is not feisty., Stella is a carnivore. Carnivores are mammals. Stella is a mammal. Every mammal is a cat. Stella is a cat. Cats are feisty. Stella is feisty. ,False,Stella is not feisty
3008, Negative numbers are bright. Every negative number is a Mersenne prime. Each Mersenne prime is not transparent. Mersenne primes are even numbers. Prime numbers are not cold. Every even number is cold. Each even number is a real number. Each real number is not large. Real numbers are integers. Integers are not blue. Integers are composite numbers. Each composite number is nervous. Each composite number is a number. Numbers are luminous. Every number is a fraction. Each fraction is not sour. Every fraction is a natural number. Polly is a negative number. Is the following statement true or false? Polly is cold., Polly is a negative number. Every negative number is a Mersenne prime. Polly is a Mersenne prime. Mersenne primes are even numbers. Polly is an even number. Every even number is cold. Polly is cold. ,True,Polly is cold
